irn,DarYearCollected,DarHigherTaxon,DarCollector,DarCollector2,DarStateProvince,DarCounty,DarLocality,DarIdentifiedBy
305803,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305804,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305805,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305773,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305771,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305772,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305840,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
257133,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
257128,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, W Of Haskell's Island","Rathbun, Mary Jane, Smithsonian Institution"
257142,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, W Of Haskell's Island","Rathbun, Mary Jane, Smithsonian Institution"
257446,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
257129,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305779,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Rathbun, Mary Jane, Smithsonian Institution"
305778,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Bailey's Island, Mackerel Cove Point","Rathbun, Mary Jane, Smithsonian Institution"
305777,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
305782,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305781,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
305776,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
306258,1911,"Animalia, Echinodermata, Echinoidea, Echinoida, Strongylocentrotidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
13482691,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Merriconeog Sound,"Rathbun, Mary Jane, Smithsonian Institution"
13459328,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
12948184,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
13480721,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
13480829,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Potts Point,"Rathbun, Mary Jane, Smithsonian Institution"
13480940,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Mackerel Cove Point,"Rathbun, Mary Jane, Smithsonian Institution"
13480960,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Potts Point,"Rathbun, Mary Jane, Smithsonian Institution"
13480990,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
13481030,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
13481244,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
14667545,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun, Dandridge,Maine,,W From Haskell's Island,"Rathbun, Mary Jane, Smithsonian Institution"
14667547,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun, Dandridge,Maine,,W From Haskell's Island,"Rathbun, Mary Jane, Smithsonian Institution"
14693394,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun, Dandridge,Maine,,"Eagle Island, NE Of Island","Rathbun, Mary Jane, Smithsonian Institution"
356786,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane"
356787,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane"
260371,1911,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Pilsbry, Henry A."
719100,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Phyllodociformia, Phyllodocidae, Eteoninae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
719839,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
720971,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Phyllodocida incertae sedis, Nephtyidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
719774,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
11477779,1911,"Animalia, Annelida, Polychaeta, Sedentaria, Canalipalpata, Sabellida, Sabellidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E of Middle of Wholeboat Island","Perkins, Thomas, Florida Marine Research Institute (UNITED STATES)"
6315,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Osburn, R. C."
6314,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,W From Haskell's Island,"Osburn, R. C."
6311,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Osburn, R. C."
6305,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Osburn, R. C."
6312,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Osburn, R. C."
6313,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Osburn, R. C."
682519,1911,"Animalia, Nemertea, Anopla, Heteronemertea, Lineiformes",M.Rathbun, Dandridge,Maine,,"Casco Bay, Mackerel Love Point","Kingsley, J. S."
682563,1911,"Animalia, Nemertea, Anopla, Heteronemertea, Lineiformes",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Harbor, On Mud Flats","Kingsley, J. S."
682552,1911,"Animalia, Nemertea, Anopla, Heteronemertea, Lineiformes",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Point","Kingsley, J. S."
682530,1911,"Animalia, Nemertea, Anopla, Heteronemertea, Lineiformes",M.Rathbun, Dandridge,Maine,,"Casco Bay, Tide Mill","Kingsley, J. S."
682541,1911,"Animalia, Nemertea, Anopla, Heteronemertea, Lineiformes",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Kingsley, J. S."
682574,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Point","Kingsley, J. S."
273567,1911,"Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Hedgpeth, J. W."
16469,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Fraser, C. M."
93213,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Amphipoda, Gammaridea",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Edwards, C."
16454,1911,"Animalia, Cnidaria, Anthozoa, Octocorallia, Alcyonacea, Alcyoniina, Nephtheidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Deichmann, Elizabeth"
582613,1911,"Animalia, Porifera, Demospongiae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","de Laubenfels, M. W."
614698,1911,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Pyuridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
614701,1911,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Molgulidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
312035,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Clark, Austin Hobart"
305820,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Amphiuridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Clark, Austin Hobart"
6062,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Point","Bassler, Ray Smith"
5985,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove","Bassler, R. S."
6058,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Bassler, R. S."
6063,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Point","Bassler, R. S."
6060,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,Casco Bay,"Bassler, R. S."
5981,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Bassler, R. S."
6064,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Bassler, R. S."
5984,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Bassler, R. S."
42965,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Campanulinidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of",
41349,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun, Dandridge,Maine,,Mackerel Cove Point,
592432,1911,"Animalia, Porifera",M.Rathbun, Dandridge,,,east of Flag Island,
16452,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Potts Point",
16449,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Capitata, Tubulariidae",M.Rathbun, Dandridge,Maine,,Casco Bay,
16460,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun, Dandridge,Maine,,Casco Bay,
306256,1911,"Animalia, Echinodermata, Holothuroidea, Dendrochirotida, Cucumariidae",M.Rathbun, Dandridge,Maine,,Casco Bay,
16451,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Capitata, Tubulariidae",M.Rathbun, Dandridge,Maine,,Casco Bay,
16447,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove",
16468,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Capitata, Tubulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16470,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Eudendriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16461,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Mackerel Cove Point",
17177,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Mackerel Cove Point",
16445,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, W Of Haskell's Island",
592433,1911,"Animalia, Porifera",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island",
16459,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
724984,1911,"Animalia, Platyhelminthes, Turbellaria",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell",
42982,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell",
13001414,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun, Dandridge,Maine,,Potts Point,
13001420,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun, Dandridge,Maine,,Mackerel Cove Point,
40718,1911,"Animalia, Cnidaria, Hydrozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
590537,1911,"Animalia, Porifera",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16446,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16450,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Capitata, Tubulariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16464,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16505,1911,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Nyantheae, Metridiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill",
16455,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay",
14415176,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun, Dandridge,Maine,,W From Haskell's Island,
16453,1911,"Animalia, Cnidaria, Anthozoa, Octocorallia, Alcyonacea, Alcyoniina, Nephtheidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island",
901624,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, V. Dandridge,Maine,Cumberland County,,"Schmitt, Waldo LaSalle, Smithsonian Institution, National Museum of Natural History"
895737,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",R.Rathbun, Dandridge,Maine,,west of Haskell's Island,"Williams, Austin B., National Oceanographic and Atmospheric Administration"
690804,1911,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Phyllodociformia, Phyllodocidae, Eteoninae",R.Rathbun, Dandridge,Maine,,Potts Point,"Pettibone, Marian H., Smithsonian Institution, National Museum of Natural History"
12948182,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun,Dandridge,Maine,,Potts Harbor,"Rathbun, Mary Jane, Smithsonian Institution"
12948204,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun,Dandridge,Maine,,,"Rathbun, Mary Jane, Smithsonian Institution"
12948210,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun,Dandridge,Maine,,,"Rathbun, Mary Jane, Smithsonian Institution"
12948038,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Carcinidae",M.Rathbun,Dandridge,Maine,,,"Rathbun, Mary Jane, Smithsonian Institution"
13452820,1923,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun,,California,,Seal Beach,"Rathbun, Mary Jane, Smithsonian Institution"
264149,1926,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Harpacticoida, Metidae",R.Rathbun,,Massachusetts,,"Martha's Vineyard, Sengekontacket Pond","Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263324,1980,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Pontellidae",R.Rathbun,,Rhode Island,,Newport Harbor,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
253703,1980,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Temoridae",R.Rathbun,,Rhode Island,,Newport Harbor,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
263332,1980,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Acartiidae",R.Rathbun,,Rhode Island,,Newport Harbor,
263285,1981,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Acartiidae",R.Rathbun,,Massachusetts,,Hyannis Harbor,
253695,1983,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Calanoida, Acartiidae",R.Rathbun,,Massachusetts,,Vineyard Sound,
720118,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun,,New Brunswick,,Grand Manan Island,"Villalobos Guerrero, Tulio Fabio"
11974496,,"Animalia, Nematoda, Chromadorea, Ascaridida, Dioctophymatidae",M.Rathbun,,California,,San Francisco,"Stiles, C. W."
11974498,,"Animalia, Nematoda, Adenophorea, Mermithida, Mermithidae",M.Rathbun,,,,"Barbados, Lesser Antilles","Stiles, C. W."
11974499,,"Animalia, Nematoda, Adenophorea, Mermithida, Mermithidae",M.Rathbun,,,,"Barbados, Lesser Antilles","Stiles, C. W."
11974497,,"Animalia, Platyhelminthes, Cestoda",M.Rathbun,,,,,"Stiles, C. W."
179255,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Asellota, Janiridae",M.Rathbun,,New Brunswick,,"Grand Manan Bank, Between Big Duck + Low Duck Island","Richardson, H."
253090,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Hippidae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
714599,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun,,New Brunswick,,Grand Manan Island,"Rathbun, Mary Jane, Smithsonian Institution"
253044,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun,,Massachusetts,,Vineyard Sound,"Rathbun, Mary Jane, Smithsonian Institution"
253043,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun,,Massachusetts,,Near Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
258687,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun,,Massachusetts,,Near Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14560545,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Gecarcinidae",M.Rathbun,,,,Pigres,"Rathbun, Mary Jane, Smithsonian Institution"
14553663,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Ocypodidae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14537981,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Ocypodidae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
13481153,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14799608,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14806015,,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Sesarmidae",M.Rathbun,,Massachusetts,,Vicinity of Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
260561,,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",M.Rathbun,,Nova Scotia,,Grand Manan Island,"Pilsbry, Henry A."
324312,,"Animalia, Echinodermata, Holothuroidea, Dendrochirotida, Psolidae",M.Rathbun,,New Brunswick,,Grand Manan Island,"Deichmann, Elizabeth"
614699,,"Animalia, Chordata, Urochordata, Ascidiacea, Enterogona, Phlebobranchia, Ascidiidae",M.Rathbun,,Massachusetts,,Haskell's Island,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
614700,,"Animalia, Chordata, Urochordata, Ascidiacea, Pleurogona, Stolidobranchia, Molgulidae",M.Rathbun,,Massachusetts,,Tide Mill,"Cole, Linda L., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
51439,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Rhizangiidae",M.Rathbun,,Massachusetts,,Woods Hole,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"
734005,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun,,New Brunswick,,"Grand Manan Island, Between Nantucket And High Duck","Benedict, James E."
734006,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun,,New Brunswick,,"Grand Manan Island, Between Nantucket And High Duck","Benedict, James E."
734007,,"Animalia, Annelida, Polychaeta, Errantia, Phyllodocida, Nereidiformia, Nereididae",M.Rathbun,,New Brunswick,,"Grand Manan Island, E Of Low Duck","Benedict, James E."
