irn,DarYearCollected,DarHigherTaxon,DarCollector,DarCollector2,DarStateProvince,DarCounty,DarLocality,DarIdentifiedBy
10124671,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124672,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124673,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124674,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124675,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124676,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124677,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124678,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124679,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124680,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124681,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124682,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124683,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124684,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124685,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124686,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124687,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124688,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124689,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124690,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124691,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124692,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124693,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124694,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124695,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124696,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124697,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124698,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124699,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124700,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124701,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124702,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124703,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124704,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124705,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
10124706,1898,"Animalia, Nematoda",M.Rathbun,,,,New Brunswick,
403991,1898,"Animalia, Mollusca, Gastropoda, Coryphellidae",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
19797,1898,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Conica, Sertulariidae",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
19799,1898,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Leptothecata, Proboscidoidea, Campanulariidae",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
588857,1898,"Animalia, Porifera",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
589068,1898,"Animalia, Porifera",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
589333,1898,"Animalia, Porifera",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
589773,1898,"Animalia, Porifera",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
590011,1898,"Animalia, Porifera",M.Rathbun,,New Brunswick,,"Bay Of Fundy, Grand Manan Island, E Of Low Duck Island",
863237,1898,"Animalia, Annelida, Polychaeta, Opheliidae",M.Rathbun,,New Brunswick,,"Grand Manan Island, Off Long Beach",
301333,1898,"Animalia, Echinodermata, Holothuroidea, Apodida, Chiridotidae",R.Rathbun,,,,"Between Nantucket And High Duck, Grand Manan Island, New Brunswick","Clark, Hubert Lyman"
301332,1898,"Animalia, Echinodermata, Holothuroidea, Apodida, Chiridotidae",R.Rathbun,,,,"Between Nantucket And High Duck, Grand Manan Island, New Brunswick","Clark, Hubert Lyman"
301334,1898,"Animalia, Echinodermata, Holothuroidea, Apodida, Chiridotidae",R.Rathbun,,,,"Between Nantucket And High Duck, Grand Manan Island, New Brunswick","Clark, Hubert Lyman"
724979,1898,"Animalia, Platyhelminthes, Turbellaria",R.Rathbun,,,,"Between Nantucket And High Duck, Grand Manan Island, New Brunswick",
187512,1904,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Oniscidea, Trachelipodidae",M.Rathbun,,Massachusetts,Berkshire County,Lanesboro,
263861,1904,"Animalia, Arthropoda, Crustacea, Maxillopoda, Copepoda, Poecilostomatoida, Chondracanthidae",R.Rathbun,,Massachusetts,,Woods Hole,"Wilson, Charles Branch, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"
257772,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Tanaidacea, Leptocheliidae",M.Rathbun,,Massachusetts,,"Woods Hole, US Fisheries Pier","Richardson, H."
13961181,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",M.Rathbun,,Massachusetts,,Vicinity of Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
13466566,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14643375,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",M.Rathbun,,Massachusetts,,Vicinity of Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14643373,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Pisidae",M.Rathbun,,Massachusetts,,Buzzards Bay and Cataumet Harbor,"Rathbun, Mary Jane, Smithsonian Institution"
13949371,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",M.Rathbun,,Massachusetts,,"Naushon Island, NW Gutter","Rathbun, Mary Jane"
13956383,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",M.Rathbun,,Massachusetts,,"Naushon Island, NW Gutter","Rathbun, Mary Jane"
13954849,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",M.Rathbun,,Massachusetts,,Vicinity of Woods Hole,"Rathbun, Mary Jane"
5777,1905,"Animalia, Bryozoa",M.Rathbun,,Massachusetts,,Near Woods Hole,"Osburn, R. C."
5779,1905,"Animalia, Bryozoa",M.Rathbun,,Massachusetts,,Woods Hole,"Osburn, R. C."
302431,1905,"Animalia, Echinodermata, Holothuroidea, Apodida, Synaptidae",M.Rathbun,,Massachusetts,,"Naushon Island, NW Gutter","Clark, Hubert Lyman"
605018,1905,"Animalia, Porifera, Calcarea",M.Rathbun, L.H.,Massachusetts,,Woods Hole,
13954856,1905,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Panopeidae",M.Rathbun, S. Rathbun,Massachusetts,,"Woods Hole, U.S. Fisheries wharf","Rathbun, Mary Jane"
6001,1905,"Animalia, Bryozoa",M.Rathbun, S. Rathbun,Massachusetts,,Woods Hole,"Osburn, R. C."
6002,1905,"Animalia, Bryozoa",M.Rathbun, S. Rathbun,Massachusetts,,Woods Hole,"Osburn, R. C."
253088,1905,"Animalia, Arthropoda, Chelicerata, Pycnogonida, Pantopoda",M.Rathbun, S.H.,Massachusetts,,"Woods Hole, Fisheries Pier","Rathbun, Mary Jane, Smithsonian Institution"
253540,1906,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Oniscidea, Armadillidiidae",M.Rathbun,,West Virginia,,"Harper's Ferry, Island Park","Richardson, H."
657986,1911,"Animalia, Nematomorpha",M.Rathbun,,Massachusetts,,Woods Hole,"Verrill, Addison E., Peabody Museum, Yale"
257737,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Valvifera, Idoteidae",M.Rathbun,,Maine,,Quohog Bay,"Richardson, H."
5982,1911,"Animalia, Bryozoa",M.Rathbun,,Maine,,Quohog Bay,"Rathbun, Mary Jane, Smithsonian Institution"
12571956,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Geryonidae",M.Rathbun,,Massachusetts,,Woods Hole,"Rathbun, Mary Jane, Smithsonian Institution"
14680406,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun,,Massachusetts,,Vineyard Sound,"Rathbun, Mary Jane, Smithsonian Institution"
260306,1911,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",M.Rathbun,,Maine,,"Casco Bay, W Of Haskell's Island","Pilsbry, Henry A."
51438,1911,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Rhizangiidae",M.Rathbun,,Massachusetts,,Woods Hole,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History"
6068,1911,"Animalia, Bryozoa",M.Rathbun,,Maine,,Quohog Bay,"Bassler, R. S."
944967,1911,"Animalia, Arthropoda, Chelicerata, Merostomata, Xiphosura",M.Rathbun,,Maine,,Quohog Bay,
11974519,1911,"Animalia, Nematoda",M.Rathbun,,,,Cabrina,
605522,1911,"Animalia, Porifera, Demospongiae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","Wilson, H. V."
605523,1911,"Animalia, Porifera, Demospongiae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","Wilson, H. V."
605543,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Wilson, H. V."
605544,1911,"Animalia, Porifera, Demospongiae, Poecilosclerida, Mycalidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Wilson, H. V."
605542,1911,"Animalia, Porifera, Demospongiae, Poecilosclerida, Myxillidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Wilson, H. V."
605545,1911,"Animalia, Porifera, Demospongiae, Poecilosclerida, Mycalidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Wilson, H. V."
605524,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
582494,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605531,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605553,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605533,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
582495,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605534,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605538,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
582496,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605525,1911,"Animalia, Porifera, Demospongiae, Halichondrida, Halichondriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Wilson, H. V."
605541,1911,"Animalia, Porifera, Demospongiae, Hadromerida, Clionaidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Wilson, H. V."
895738,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Williams, Austin B., National Oceanographic and Atmospheric Administration"
417479,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,Potts Point,"Rosewater, J."
417481,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,Potts Point,"Rosewater, J."
417477,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,"Basley Island, Mackerel Point Cove","Rosewater, J."
417478,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,Potts Harbor,"Rosewater, J."
417482,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rosewater, J."
417474,1911,"Animalia, Mollusca, Gastropoda, Littorinidae",M.Rathbun, Dandridge,Maine,,"Eagle Island, NE Of Island","Rosewater, J."
257137,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Valvifera, Idoteidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Tide Mill","Richardson, H."
257135,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Valvifera, Idoteidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","Richardson, H."
257124,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Asellota, Janiridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Richardson, H."
257136,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Isopoda, Valvifera, Idoteidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Richardson, H."
6303,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Tide Mill","Rathbun, Mary Jane; Dandridge"
305793,1911,"Animalia, Echinodermata, Holothuroidea, Dendrochirotida, Cucumariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Rathbun, Mary Jane, Smithsonian Institution"
257476,1911,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Lepadiformes, Heteralepadomorpha, Lepadidae",M.Rathbun, Dandridge,Maine,,Off Harpswell Laboratory,"Rathbun, Mary Jane, Smithsonian Institution"
257127,1911,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",M.Rathbun, Dandridge,Maine,,"Potts Point, Casco Bay","Rathbun, Mary Jane, Smithsonian Institution"
305844,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
257882,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Nephropidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
605512,1911,"Animalia, Porifera, Demospongiae, Hadromerida, Polymastiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E of Middle of Wholeboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305749,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
305753,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
305762,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
305845,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
306425,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,Casco Bay,"Rathbun, Mary Jane, Smithsonian Institution"
305757,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Quahog Bay","Rathbun, Mary Jane, Smithsonian Institution"
5983,1911,"Animalia, Bryozoa",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
901536,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,Cumberland County,,"Rathbun, Mary Jane, Smithsonian Institution"
305799,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haskell's Island, East Side Of Island","Rathbun, Mary Jane, Smithsonian Institution"
305758,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove","Rathbun, Mary Jane, Smithsonian Institution"
305768,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove","Rathbun, Mary Jane, Smithsonian Institution"
305763,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haskell's Island, West Of","Rathbun, Mary Jane, Smithsonian Institution"
305766,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Rathbun, Mary Jane, Smithsonian Institution"
305770,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Rathbun, Mary Jane, Smithsonian Institution"
305795,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haddock Rock, South Of","Rathbun, Mary Jane, Smithsonian Institution"
305819,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
16456,1911,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Nyantheae, Metridiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
16457,1911,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Nyantheae, Metridiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
16458,1911,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Actiniaria, Nyantheae, Metridiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305800,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305787,1911,"Animalia, Echinodermata, Echinoidea, Clypeasteroidea, Echinarachniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, NE Of Eagle Island","Rathbun, Mary Jane, Smithsonian Institution"
305759,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Bailey's Island, Mackerel Cove Point","Rathbun, Mary Jane, Smithsonian Institution"
305796,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Bailey's Island, Mackerel Cove Point","Rathbun, Mary Jane, Smithsonian Institution"
305798,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Haskell's Island, West Side Of Island","Rathbun, Mary Jane, Smithsonian Institution"
901535,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,Cumberland County,Potts Harbor,"Rathbun, Mary Jane, Smithsonian Institution"
901537,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Paguridae",M.Rathbun, Dandridge,Maine,Cumberland County,Potts Harbor,"Rathbun, Mary Jane, Smithsonian Institution"
305760,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305765,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305794,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305797,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305764,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
305767,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305769,1911,"Animalia, Echinodermata, Asteroidea, Spinulosida, Echinasteridae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305802,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305846,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
257123,1911,"Animalia, Arthropoda, Crustacea, Maxillopoda, Cirripedia, Thoracica, Balaniformes, Balanomorpha, Balanidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Ram Island, Near Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
605532,1911,"Animalia, Porifera, Demospongiae, Hadromerida, Polymastiidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
13459347,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cancridae",M.Rathbun, Dandridge,Maine,,Mackerel Cove Point,"Rathbun, Mary Jane, Smithsonian Institution"
305790,1911,"Animalia, Echinodermata, Holothuroidea, Dendrochirotida, Cucumariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305792,1911,"Animalia, Echinodermata, Holothuroidea, Dendrochirotida, Cucumariidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305751,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305752,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305750,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305754,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305755,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
305756,1911,"Animalia, Echinodermata, Asteroidea, Forcipulatida, Asteriidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
16503,1911,"Animalia, Cnidaria, Hydrozoa, Leptolinae, Anthoathecatae, Filifera, Hydractiniidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Basin Cove, Tide Mill","Rathbun, Mary Jane, Smithsonian Institution"
257139,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Nephropidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Vicinity Of S Harpswell","Rathbun, Mary Jane, Smithsonian Institution"
14687205,1911,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Oregoniidae",M.Rathbun, Dandridge,Maine,,W From Haskell's Island,"Rathbun, Mary Jane, Smithsonian Institution"
305774,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, E Of Middle Of Whaleboat Island","Rathbun, Mary Jane, Smithsonian Institution"
305775,1911,"Animalia, Echinodermata, Ophiuroidea, Ophiurida, Ophiactidae",M.Rathbun, Dandridge,Maine,,"Casco Bay, Flag Island, East Of Island","Rathbun, Mary Jane, Smithsonian Institution"
